Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
12155,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Creative - Carpet clean,6220 - Carpet Cleaning,100,,Approved,Mordechai Levenberg,10/01/2024,09/27/2024,,,No,No,"1,623.77",80.00,"673.77, 75.00, 750.00, 125.00",75.00,Infinity Magnolia LLC
12155,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","berlin - Make Ready - Install Led fixtures , wall plates , showr head , shower rod , blinds , caulk full unit window locks, remove garbage disposal , repair and plumbing",6210 - Repair,100,,Approved,Mordechai Levenberg,10/01/2024,09/27/2024,,,No,No,"1,623.77",300.00,"673.77, 75.00, 750.00, 125.00",,Infinity Magnolia LLC
12160,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative Plumbing - Jetted building main sewer line , tested and cleared line",6210 - Repair,H19,"Creative Multi-Care, Inc",Approved,David  Patino,09/30/2024,09/27/2024,,,No,No,475.00,475.00,475.00,475.00,Infinity Magnolia LLC
12186,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell Supply- GoodMan 2 Ton  Air Handler,1405 - Building Improvements,295,Chadwell Supply,Approved,David  Patino,10/01/2024,09/30/2024,,,No,No,643.93,643.93,643.93,643.93,Infinity Magnolia LLC
12188,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell Supply - Goodman 2 ton 14.3 Seer R410A straight cool  Condesing uniy,1405 - Building Improvements,60,Chadwell Supply,Approved,David  Patino,10/01/2024,09/30/2024,,,No,No,"1,235.18","1,235.18",1235.18,"1,235.18",Infinity Magnolia LLC
12197,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- 24' Panel door , 28' panel door , cordless blinds",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/01/2024,,,No,No,310.63,310.63,310.63,310.63,Infinity Magnolia LLC
12198,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Door lock kit, LEd quarter wall sconce , cordless mini blinds cordless mini blinds ,",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/01/2024,,,No,No,379.42,379.42,379.42,379.42,Infinity Magnolia LLC
12222,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Lee and Cates - Patio glass Door replacement,6210 - Repair,H10,"Lee & Cates Glass, Inc.",Approved,David  Patino,10/06/2024,10/01/2024,,,No,No,522.50,522.50,522.50,522.50,Infinity Magnolia LLC
12229,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell Supply- Golf Cart cables,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/02/2024,,,No,No,85.04,85.04,85.04,85.04,Infinity Magnolia LLC
12256,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPg Paint - 20 Gallon Interior paint,6730 - Supplies Repairs and Maintenance,24,PPG Paints,Exempt,,,10/03/2024,,,No,No,,302.33,,,Infinity Magnolia LLC
12257,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPG Paint - 20 Gallons of Interior paint,6730 - Supplies Repairs and Maintenance,116,PPG Paints,Exempt,,,10/03/2024,,,No,No,302.33,302.33,302.33,302.33,Infinity Magnolia LLC
12258,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPG Paint - 15 Gallons Paint,6730 - Supplies Repairs and Maintenance,27,PPG Paints,Exempt,,,10/03/2024,,,No,No,,226.75,,,Infinity Magnolia LLC
12259,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPG Paint - Interior paint,6730 - Supplies Repairs and Maintenance,202,PPG Paints,Exempt,,,10/03/2024,,,No,No,226.75,226.75,226.75,226.75,Infinity Magnolia LLC
12261,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPG Paint - 15 Gallons Interior Paint,6730 - Supplies Repairs and Maintenance,19,PPG Paints,Exempt,,,10/03/2024,,,No,No,226.75,226.75,226.75,226.75,Infinity Magnolia LLC
12262,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",PPG Paint - 15 Gallons Interior Paint,6730 - Supplies Repairs and Maintenance,100,PPG Paints,Exempt,,,10/03/2024,,,No,No,226.75,226.75,226.75,226.75,Infinity Magnolia LLC
12263,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Golf cart tire, Led Flat panel fixtures, gorilla glue",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/03/2024,,,No,No,324.49,324.49,324.49,324.49,Infinity Magnolia LLC
12277,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance source - range,"1410 - Appliances, Furniture and Equipment",269,Appliance Source,Approved,David  Patino,10/29/2024,10/04/2024,,,No,No,564.38,564.38,564.38,564.38,Infinity Magnolia LLC
12283,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative - Install cleanout -4inch replace up to foot. for pvc pipe , rust build up .",6210 - Repair,H27,"Creative Multi-Care, Inc",Approved,David  Patino,10/06/2024,10/04/2024,,,No,No,975.00,975.00,975.00,975.00,Infinity Magnolia LLC
12295,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell supply- bake elements, gfci receptacle, deadbolts, wax rings, drill bits",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Approved,David  Patino,10/07/2024,10/07/2024,,,No,No,476.90,476.90,476.90,476.90,Infinity Magnolia LLC
12296,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Toilet bolts, toilet seat, deadbolts, led fixtures, bake elements",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Approved,David  Patino,10/07/2024,10/07/2024,,,No,No,491.18,563.01,491.18,491.18,Infinity Magnolia LLC
12300,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Resurface tub,6210 - Repair,230,,Approved,David  Patino,10/07/2024,10/07/2024,,,No,No,604.16,140.00,"125.00, 479.16",,Infinity Magnolia LLC
12300,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Real floors - Soft floor repair in hallway and doorway,6210 - Repair,230,,Approved,David  Patino,10/07/2024,10/07/2024,,,No,No,604.16,493.40,"125.00, 479.16",479.16,Infinity Magnolia LLC
12300,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRT - Housekeeping,6251 - Cleaning Services,230,,Approved,David  Patino,10/07/2024,10/07/2024,,,No,No,604.16,125.00,"125.00, 479.16",125.00,Infinity Magnolia LLC
12321,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",lee And Cates - back bedroom glass replacement,6210 - Repair,272,"Lee & Cates Glass, Inc.",Exempt,,,10/09/2024,,,No,No,312.00,312.00,312.00,312.00,Infinity Magnolia LLC
12323,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative - water extraction , steam clean w/ enzyme",6220 - Carpet Cleaning,H27,"Creative Multi-Care, Inc",Exempt,,,10/09/2024,,,No,No,180.00,180.00,180.00,180.00,Infinity Magnolia LLC
12324,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative - Main Line back up upon arrival new cable drain line , pulled out baby wipes",6210 - Repair,H27,"Creative Multi-Care, Inc",Exempt,,,10/09/2024,,,No,No,375.00,375.00,375.00,375.00,Infinity Magnolia LLC
12325,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Ernesto j Gonzalez - added 4 led 80 w 5000k exterior light fixtures,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,,Exempt,,,10/09/2024,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
12326,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Lowes Pro Suply- Red Mulch,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Lowe's Pro Supply,Exempt,,,10/09/2024,,,No,No,30.51,30.51,30.51,30.51,Infinity Magnolia LLC
12327,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","chadwell Supply- Range cords, passage locks, super heavy duty clean up trash bags",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/09/2024,,,No,No,222.90,222.90,222.90,222.90,Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing - demolition	$4,000.00 remove due to fire damage: drywall, kitchen cabinets, doors and trim, wet wood, etc dumpster service  labor and material included",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","4,000.00",69500.00,"4,000.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing frame	$3,200.00 Reinforce structure and replace at burn walls frame...  labor and material included",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","3,200.00",69500.00,"3,200.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing electrical	$5,200.00 check unit if all electrical is functioning and replacing wet circuits where needed 1 X $5,200.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","5,200.00",69500.00,"5,200.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing insulation	$4,000.00 install new insulation at exterior walls and ceilings as city requires  labor and material included 1 X $4,000.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","4,000.00",69500.00,"4,000.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing dry wall	$8,000.00 Hang, mud and finish drywall sheets to complete units apply texture to entire unit Make ready for paint, fire walls between apartments and fire block  labor and material included 1 X $8,000.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","8,000.00",69500.00,"8,000.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing  paint	$2,500.00 Paint all unit primer, paint and touch paint included ceilings, walls, baseboards, doors, window trim  labor and material included 1 X $2,500.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","2,500.00",69500.00,"2,500.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing Carpentry	$2,700.00 install baseboard around the apartment install new doors install new bifold doors install wire shelving  labor and material included 1 X $2,700.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","2,700.00",69500.00,"2,700.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing  Carpentry	$3,500.00 Provide and install kitchen cabinets, provide and install bathroom cabinets, shaker, color will be provided by property  labor and material included 1 X $3,500.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","3,500.00",69500.00,"3,500.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing countertops	$3,200.00 install new Granite countertops in kitchen and bathrooms  labor and material included 1 X $3,200.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","3,200.00",69500.00,"3,200.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing Full punch package	$3,100.00 provide and install all items to get unit ready lighting fixtures, plumbing fixtures, door knobs, door hinges, door stops, bathroom accessories, wire shelving, window blinds, vertical blinds, and remainin",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","3,100.00",69500.00,"3,100.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing HVAC	$8,000.00 Install new outside HVAC units as needed install new furnace unit as needed Run, install new a/c duct work in the unit as the city and state code requires  labor and material included 1 X $8,000.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","8,000.00",69500.00,"8,000.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing flooring	$3,200.00 Install luxury vinyl in entire units prep remaining (not damage) subfloor  labor and material included 1 X $3,200.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","3,200.00",69500.00,"3,200.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing plumbing	$4,900.00 install new water heater install new bathtub and tile install new toilet check and fix all the water lines 1 X $4,900.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","4,900.00",69500.00,"4,900.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Evolution Reinforcing permits	$14,000.00 drawing and city permits 1 X $14,000.00",1405 - Building Improvements,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","14,000.00",69500.00,"14,000.00",Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Appliance Source - Whirlpool Fridge, Whirlpool  Stove , broan rangehood, 3 prong range cord","1410 - Appliances, Furniture and Equipment",29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","1,286.24",69500.00,,Infinity Magnolia LLC
12328,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",UES - Asbestos testing,6210 - Repair,29,EVOLUTION REINFORCING LLC,Pending (1 of 3),Nikki Ray,04/08/2025,10/09/2024,,,No,No,"69,500.00","1,075.00",69500.00,,Infinity Magnolia LLC
12348,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Lowes pro supply - Drywall  and quickset,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Lowe's Pro Supply,Exempt,,,10/11/2024,,,No,No,180.33,180.33,180.33,180.33,Infinity Magnolia LLC
12350,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Bi fold Door, Polished edge mirror, 2 -way radio, popcorn texture, window locks, aaa battery, moulding, frigde gasket",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Approved,David  Patino,10/12/2024,10/11/2024,,,No,No,870.78,870.78,870.78,870.78,Infinity Magnolia LLC
12373,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell Supply -,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/15/2024,,,No,No,273.07,273.07,273.07,273.07,Infinity Magnolia LLC
12398,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Water heater, vertical blinds, basket strainer assembly, square tags",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,10/17/2024,,,No,No,371.76,371.76,371.76,371.76,Infinity Magnolia LLC
12421,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Jorge Oramas-Building 19  4 LED 80w 500k fixture installed,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Oramas, Jorge",Exempt,,,10/18/2024,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
12422,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",lee and Cates - Kitcten window glass replacement,6210 - Repair,59,"Lee & Cates Glass, Inc.",Exempt,,,10/18/2024,,,No,No,379.03,379.03,379.03,379.03,Infinity Magnolia LLC
12423,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative - Remove drywall, waste arm and over flow",6210 - Repair,63,"Creative Multi-Care, Inc",Approved,David  Patino,10/28/2024,10/18/2024,,,No,No,475.00,475.00,475.00,475.00,Infinity Magnolia LLC
12434,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRt - Housekeeping,6251 - Cleaning Services,74,Hrt Cleaning Services LLC,Exempt,,,10/21/2024,,,No,No,125.00,125.00,125.00,125.00,Infinity Magnolia LLC
12442,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mizuno - Carpet clean- wet vac,6220 - Carpet Cleaning,208,"Mizuno Restoration , LLC",Exempt,,,10/22/2024,,,No,No,120.00,120.00,120.00,120.00,Infinity Magnolia LLC
12443,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- burner bowl, range hood filter, vertical slats, mini blinds, smoke alram, cover up plates, cabinet pulls, led fixtures, privacy locks",6730 - Supplies Repairs and Maintenance,H37,,Approved,Mordechai Levenberg,11/12/2024,10/22/2024,,,No,No,"4,109.15",518.11,"518.11, 2579.36, 611.68, 150.00, 250.00",518.11,Infinity Magnolia LLC
12443,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Touch Up Paint,6210 - Repair,H37,,Approved,Mordechai Levenberg,11/12/2024,10/22/2024,,,No,No,"4,109.15",250.00,"518.11, 2579.36, 611.68, 150.00, 250.00",250.00,Infinity Magnolia LLC
12443,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRT  - Housekeeping 2 Bedroom,6251 - Cleaning Services,H37,,Approved,Mordechai Levenberg,11/12/2024,10/22/2024,,,No,No,"4,109.15",150.00,"518.11, 2579.36, 611.68, 150.00, 250.00",150.00,Infinity Magnolia LLC
12443,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell Supply- Electric hot water heater 30 gallons,"1410 - Appliances, Furniture and Equipment",H37,,Approved,Mordechai Levenberg,11/12/2024,10/22/2024,,,No,No,"4,109.15",611.68,"518.11, 2579.36, 611.68, 150.00, 250.00",611.68,Infinity Magnolia LLC
12443,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Southeast Flooring - 2/1 Plank entire unit, floor prep, quarter round, wood subfloor repair. Material and labor are included",1405 - Building Improvements,H37,,Approved,Mordechai Levenberg,11/12/2024,10/22/2024,,,No,No,"4,109.15","2,579.36","518.11, 2579.36, 611.68, 150.00, 250.00","2,579.36",Infinity Magnolia LLC
12444,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell supply- Universal burner elements, burner bowls,  vertical slats, mini i blinds, led fixtures, cabinet pulls, privacy pulls, sink liners, towel bar,",6730 - Supplies Repairs and Maintenance,105,,Approved,Mordechai Levenberg,11/05/2024,10/22/2024,,,No,No,"2,113.28",870.40,"870.40, 450.00, 230.00, 562.88",870.40,Infinity Magnolia LLC
12444,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Full paint,6210 - Repair,105,,Approved,Mordechai Levenberg,11/05/2024,10/22/2024,,,No,No,"2,113.28",450.00,"870.40, 450.00, 230.00, 562.88",450.00,Infinity Magnolia LLC
12444,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRT- housekeeping,6251 - Cleaning Services,105,,Approved,Mordechai Levenberg,11/05/2024,10/22/2024,,,No,No,"2,113.28",150.00,"870.40, 450.00, 230.00, 562.88",,Infinity Magnolia LLC
12444,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Resurface kitchen countertops bath and kitchen,6210 - Repair,105,,Approved,Mordechai Levenberg,11/05/2024,10/22/2024,,,No,No,"2,113.28",240.00,"870.40, 450.00, 230.00, 562.88",230.00,Infinity Magnolia LLC
12444,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Southeast Flooring - Repair damaged vinyl flooring in bedroom ,kitchen  and entry to hallway",6210 - Repair,105,,Approved,Mordechai Levenberg,11/05/2024,10/22/2024,,,No,No,"2,113.28",415.00,"870.40, 450.00, 230.00, 562.88",562.88,Infinity Magnolia LLC
12454,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Rangehood blk, vertical slats, mini blinds, smoke alarm , led fixtures, faucet , shower Rod,  towel bar, sink savers",6730 - Supplies Repairs and Maintenance,261,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,089.88",650.50,"650.50, 750.00, 125.00, 564.38",650.50,Infinity Magnolia LLC
12454,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Full paint,6210 - Repair,261,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,089.88",450.00,"650.50, 750.00, 125.00, 564.38",350.00,Infinity Magnolia LLC
12454,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRt - Housekeeping One Bedroom,6251 - Cleaning Services,261,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,089.88",125.00,"650.50, 750.00, 125.00, 564.38",125.00,Infinity Magnolia LLC
12454,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Berln Resurface Tub, surround, kitchen countertops and tub",6210 - Repair,261,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,089.88",400.00,"650.50, 750.00, 125.00, 564.38",400.00,Infinity Magnolia LLC
12454,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance source - Blk Range,"1410 - Appliances, Furniture and Equipment",261,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,089.88",564.38,"650.50, 750.00, 125.00, 564.38",564.38,Infinity Magnolia LLC
12455,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply -Rangehood, vertical slats , smoke alarm, cabinet pulls, LED fixtures, Led exterior fixture, Privacy lock, cabinet liners, towel bar, shower rod,",6730 - Supplies Repairs and Maintenance,266,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,403.60",883.60,"883.60, 750.00, 125.00, 645.00",883.60,Infinity Magnolia LLC
12455,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Full paint,6210 - Repair,266,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,403.60",450.00,"883.60, 750.00, 125.00, 645.00",350.00,Infinity Magnolia LLC
12455,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Berlin Resurfacing tub , surround , kitchen countertops and bath countertops",6210 - Repair,266,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,403.60",400.00,"883.60, 750.00, 125.00, 645.00",400.00,Infinity Magnolia LLC
12455,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRt - Housekeeping,6251 - Cleaning Services,266,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,403.60",125.00,"883.60, 750.00, 125.00, 645.00",125.00,Infinity Magnolia LLC
12455,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance source -Fridge white,"1410 - Appliances, Furniture and Equipment",266,,Approved,Mordechai Levenberg,10/29/2024,10/22/2024,,,No,No,"2,403.60",645.00,"883.60, 750.00, 125.00, 645.00",645.00,Infinity Magnolia LLC
