Purchase Order Number,Property,Description,GL Account,Unit Name,Vendor,Approval Status,Last Approver,Last Approved On,Created At,Required By,Order Submitted Date,Received,Completed,Sum of Bills,Amount,All Bills,Billed Amount (Line Item),Property Name
13755,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Creative - Replace old 3 handle shower valvein unit 286 because it was broken and leaking into unit 258, install a new 3 handle shower valve",6210 - Repair,258,"Creative Multi-Care, Inc",Approved,David  Patino,01/07/2025,01/07/2025,,,No,No,475.00,475.00,475.00,475.00,Infinity Magnolia LLC
13756,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","creative - Replace shower valve, waste arm, overflow due to leaking into unit unit 6, also replace shower vlalve, p trap remove tile for repair , - not responible for tile repair",6210 - Repair,6,"Creative Multi-Care, Inc",Approved,David  Patino,01/07/2025,01/07/2025,,,No,No,"1,100.00","1,100.00",1100.00,"1,100.00",Infinity Magnolia LLC
13761,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Burner Elements , ball valve , tub stems , sayco handles ,",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,01/08/2025,,,No,No,376.00,375.99,376.00,376.00,Infinity Magnolia LLC
13765,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance Source - Whirlpool 30' Electric range,"1410 - Appliances, Furniture and Equipment",48,Appliance Source,Approved,David  Patino,01/08/2025,01/08/2025,,,No,No,588.56,588.56,588.56,588.56,Infinity Magnolia LLC
13778,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Jorge- 4 LED 80w 5000K added to building 1,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Oramas, Jorge",Exempt,,,01/08/2025,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
13816,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Dimond Painting - Floor tile repair 7 broken pieces,6210 - Repair,122,Diamonds Painting and Cleaning LLC,Exempt,,,01/09/2025,,,No,No,"7,575.00",350.00,"350.00, 7225.00",350.00,Infinity Magnolia LLC
13821,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mizuno- Trash Out,6210 - Repair,252,"Mizuno Restoration , LLC",Exempt,,,01/09/2025,,,No,No,125.00,125.00,125.00,125.00,Infinity Magnolia LLC
13824,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mizuno- Trash Out,6210 - Repair,228,"Mizuno Restoration , LLC",Exempt,,,01/09/2025,,,No,No,125.00,125.00,125.00,125.00,Infinity Magnolia LLC
13825,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mizuno- Trash Out,6210 - Repair,241,"Mizuno Restoration , LLC",Exempt,,,01/09/2025,,,No,No,125.00,125.00,125.00,125.00,Infinity Magnolia LLC
13832,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply - Range hood, blinds, smoke alarm, cabinet pulls, led fixture privacy locks, vanity liners, faucets , towel bar",6730 - Supplies Repairs and Maintenance,71,,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"1,488.16",938.16,"938.16, 450.00, 100.00",938.16,Infinity Magnolia LLC
13832,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Resurfacing kitchen and bath countertops,6210 - Repair,71,,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"1,488.16",240.00,"938.16, 450.00, 100.00",,Infinity Magnolia LLC
13832,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",WAS - Full Paint,6210 - Repair,71,,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"1,488.16",450.00,"938.16, 450.00, 100.00",450.00,Infinity Magnolia LLC
13832,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRT Cleaning,6251 - Cleaning Services,71,,Approved,Mordechai Levenberg,01/10/2025,01/09/2025,,,No,No,"1,488.16",125.00,"938.16, 450.00, 100.00",100.00,Infinity Magnolia LLC
13907,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Southeast Flooring- soft floor leaking in master bedroom as entry of shower. Repair 32Sq ft wood sub floor,6210 - Repair,229,,Approved,David  Patino,01/14/2025,01/14/2025,,,No,No,,577.86,,,Infinity Magnolia LLC
13928,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HD supply - landscaping cord 250 low volt black,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,HD Supply Facilities Maintenance,Exempt,,,01/15/2025,,,No,No,203.91,258.29,203.91,203.91,Infinity Magnolia LLC
13930,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- Thermostat, battery , range blocks, quarterround, 2 way register , sink bowl, rodent station block",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Approved,David  Patino,01/15/2025,01/15/2025,,,No,No,919.15,987.73,919.15,919.15,Infinity Magnolia LLC
13955,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Creative -Unit 63 replace waste arm flow and P- trap from unit 63. replace 2' castiron and waste arm,6210 - Repair,63,"Creative Multi-Care, Inc",Approved,David  Patino,01/15/2025,01/15/2025,,,No,No,525.00,527.00,525.00,525.00,Infinity Magnolia LLC
13975,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",3Rd Quarter 2024 Status report for EDQ Consent Order,7620 - Other Professional Fees,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Saltus Engineering, Inc",Approved,David  Patino,01/16/2025,01/16/2025,,,No,No,560.00,560.00,560.00,560.00,Infinity Magnolia LLC
13976,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Ppg paint- 15 gallons paint,6730 - Supplies Repairs and Maintenance,213,PPG Paints,Exempt,,,01/16/2025,,,No,No,238.07,238.07,238.07,238.07,Infinity Magnolia LLC
13977,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Ppg paint- 15 gallons paint,6730 - Supplies Repairs and Maintenance,H39,PPG Paints,Exempt,,,01/16/2025,,,No,No,238.07,238.07,238.07,238.07,Infinity Magnolia LLC
14003,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell- Nail Gun Replacement 20V nail Gun powered 18 guage 2 in one coredless,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,01/17/2025,,,No,No,169.68,169.68,169.68,169.68,Infinity Magnolia LLC
14004,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Tub and Surround resurfacing - Renewal Incentive,6210 - Repair,293,Berlin Repairs and Resurfacing corp,Exempt,,,01/17/2025,,,No,No,250.00,250.00,250.00,250.00,Infinity Magnolia LLC
14057,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","chadwell - shop order 30inch panel doors, quarter-round, 40amp breaker , limit switch , fuse link,",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Approved,David  Patino,01/20/2025,01/20/2025,,,No,No,695.88,695.88,695.88,695.88,Infinity Magnolia LLC
14059,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Creative - the bathtub will need to be replaced because the overflow is rusted  and crack with holes . Creative will install new tub,6210 - Repair,202,"Creative Multi-Care, Inc",Approved,David  Patino,01/21/2025,01/20/2025,,,No,No,"1,400.00","1,400.00",1400.00,"1,400.00",Infinity Magnolia LLC
14080,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance Source - Hotpoint fridge 15.6,"1410 - Appliances, Furniture and Equipment",258,Appliance Source,Approved,David  Patino,01/21/2025,01/21/2025,,,No,No,618.13,618.13,618.13,618.13,Infinity Magnolia LLC
14081,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance source- Hotpoint fridge 15.6,"1410 - Appliances, Furniture and Equipment",210,Appliance Source,Approved,David  Patino,01/21/2025,01/21/2025,,,No,No,618.13,618.13,618.13,618.13,Infinity Magnolia LLC
14083,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance source - Hot point 30' range -white,"1410 - Appliances, Furniture and Equipment",H13,Appliance Source,Approved,David  Patino,01/22/2025,01/21/2025,,,No,No,560.61,560.61,560.61,560.61,Infinity Magnolia LLC
14085,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell supply-Goodman  Air Handler 2.0,1405 - Building Improvements,308,Chadwell Supply,Approved,David  Patino,01/22/2025,01/21/2025,,,No,No,643.93,643.93,643.93,643.93,Infinity Magnolia LLC
14113,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Ppg paint- 15 gallons paint interior paint,6730 - Supplies Repairs and Maintenance,71,PPG Paints,Exempt,,,01/23/2025,,,No,No,238.07,238.07,238.07,238.07,Infinity Magnolia LLC
14145,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell- LED interior fixtures, rocke plates, duplex  plate covers ,",6730 - Supplies Repairs and Maintenance,213,Chadwell Supply,Exempt,,,01/23/2025,,,No,No,290.74,290.74,290.74,290.74,Infinity Magnolia LLC
14148,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell- Goodman 2 ton air handler,1405 - Building Improvements,239,Chadwell Supply,Approved,David  Patino,01/24/2025,01/23/2025,,,No,No,643.93,643.93,643.93,643.93,Infinity Magnolia LLC
14149,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell- Fluid Master , bar spring, basket strainer",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,01/23/2025,,,No,No,90.41,90.41,90.41,90.41,Infinity Magnolia LLC
14154,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Jorge - Building 8 Exterior fixture 4 led 80w,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Oramas, Jorge",Exempt,,,01/24/2025,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
14155,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - Range hood, cabinet liners, smoke alarm, shower rod , Led fixtures, vertical blinds, towel bar",6730 - Supplies Repairs and Maintenance,228,Chadwell Supply,Approved,David  Patino,01/24/2025,01/24/2025,,,No,No,985.20,985.20,985.20,985.20,Infinity Magnolia LLC
14158,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - tub tile repair,6210 - Repair,33,Diamonds Painting and Cleaning LLC,Exempt,,,01/24/2025,,,No,No,350.00,350.00,350.00,350.00,Infinity Magnolia LLC
14159,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Quill  - paper tray, wall files, paper, welcome folders",7420 - Office Supplies,Infinity Magnolia LLC - Magnolia Terrace Apartments,QUILL.COM,Exempt,,,01/24/2025,,,No,No,,122.42,,,Infinity Magnolia LLC
14160,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",lowes pro supply-quickset,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Lowe's Pro Supply,Exempt,,,01/24/2025,,,No,No,28.10,28.10,28.10,28.10,Infinity Magnolia LLC
14162,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mason Backflow- JEA annual backflow certification and submitted  required test paperwork purveyor,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,,Exempt,,,01/24/2025,,,No,No,45.00,45.00,45.00,45.00,Infinity Magnolia LLC
14163,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","HRT office , landry room and model housekeeping",6251 - Cleaning Services,Infinity Magnolia LLC - Magnolia Terrace Apartments,Hrt Cleaning Services LLC,Exempt,,,01/24/2025,,,No,No,250.00,250.00,250.00,250.00,Infinity Magnolia LLC
14173,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - vanity cabinets savers , battery, cabinet pulls, led interior fixture, showerhead, towel bar , cordless mini blinds",6730 - Supplies Repairs and Maintenance,213,Chadwell Supply,Approved,David  Patino,01/24/2025,01/24/2025,,,No,No,774.35,774.35,774.35,774.35,Infinity Magnolia LLC
14174,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","chadwell - Universal bowl, cabinet liners, smoke alarm , shower rod, cabinet pulls, led interior fixtures, showerhead ,towel bar, vertical blinds, patio blinds, cordless blinds",6730 - Supplies Repairs and Maintenance,57,Chadwell Supply,Approved,David  Patino,01/24/2025,01/24/2025,,,No,No,715.47,715.47,715.47,715.47,Infinity Magnolia LLC
14191,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Jorge - Building 7  Exterior lights fixture installed - 4 led 80 w,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Oramas, Jorge",Exempt,,,01/27/2025,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
14193,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Jorge - Employee install 4 led 80 exterior fixture on fronside of building 7,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,"Oramas, Jorge",Exempt,,,01/27/2025,,,No,No,380.00,380.00,380.00,380.00,Infinity Magnolia LLC
14232,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - cordless blinds, vertical headrails, kitchen faucet , led fixtures, privacy locks, shower rod, cabinet pulls,smoke alarm rnage",6730 - Supplies Repairs and Maintenance,9,Berlin Repairs and Resurfacing corp,Approved,David  Patino,02/11/2025,01/28/2025,,,No,No,872.26,742.26,"130.00, 742.26",742.26,Infinity Magnolia LLC
14232,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Tub resurfacing,6210 - Repair,9,Berlin Repairs and Resurfacing corp,Approved,David  Patino,02/11/2025,01/28/2025,,,No,No,872.26,140.00,"130.00, 742.26",,Infinity Magnolia LLC
14232,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Touch up paint,6210 - Repair,9,Berlin Repairs and Resurfacing corp,Approved,David  Patino,02/11/2025,01/28/2025,,,No,No,872.26,250.00,"130.00, 742.26",,Infinity Magnolia LLC
14232,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin housekeeping,6251 - Cleaning Services,9,Berlin Repairs and Resurfacing corp,Approved,David  Patino,02/11/2025,01/28/2025,,,No,No,872.26,130.00,"130.00, 742.26",130.00,Infinity Magnolia LLC
14237,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - cordless blinds, Led interior fixtures, vertical headrails , towel bar, shower rod, aa battery , rangehood",6730 - Supplies Repairs and Maintenance,62,,Approved,Mordechai Levenberg,02/14/2025,01/28/2025,,,No,No,"1,645.46",845.46,"400.00, 100.00, 300.00, 845.46",845.46,Infinity Magnolia LLC
14237,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond Touch up paint,6210 - Repair,62,,Approved,Mordechai Levenberg,02/14/2025,01/28/2025,,,No,No,"1,645.46",300.00,"400.00, 100.00, 300.00, 845.46",300.00,Infinity Magnolia LLC
14237,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Berlin - resurfacing tub, kitchen and bath countertops",6210 - Repair,62,,Approved,Mordechai Levenberg,02/14/2025,01/28/2025,,,No,No,"1,645.46",400.00,"400.00, 100.00, 300.00, 845.46",400.00,Infinity Magnolia LLC
14237,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - Housekeeping,6251 - Cleaning Services,62,,Approved,Mordechai Levenberg,02/14/2025,01/28/2025,,,No,No,"1,645.46",150.00,"400.00, 100.00, 300.00, 845.46",100.00,Infinity Magnolia LLC
14243,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Chadwell - Eletric hot water heater - State,"1410 - Appliances, Furniture and Equipment",H40,Chadwell Supply,Approved,David  Patino,01/28/2025,01/28/2025,,,No,No,622.43,622.43,622.43,622.43,Infinity Magnolia LLC
14275,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - Occupied unit paint - Renewal incentives,6210 - Repair,222,,Approved,David  Patino,01/30/2025,01/29/2025,,,No,No,,350.00,,,Infinity Magnolia LLC
14275,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin Tub Resurfacing,6210 - Repair,222,,Approved,David  Patino,01/30/2025,01/29/2025,,,No,No,,140.00,,,Infinity Magnolia LLC
14301,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - Housekeeping,6251 - Cleaning Services,49,Diamonds Painting and Cleaning LLC,Exempt,,,01/29/2025,,,No,No,100.00,100.00,100.00,100.00,Infinity Magnolia LLC
14315,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - slab door, appliance source, popcorn, foam",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,01/29/2025,,,No,No,322.49,322.49,322.49,322.49,Infinity Magnolia LLC
14359,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Mason Backflow - Disassemble , clean repalce complete check rubber kit , flush , reassembled and test",6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,Mason Property Service LLC dba Mason Backflow,Exempt,,,02/03/2025,,,No,No,226.95,90.00,226.95,90.00,Infinity Magnolia LLC
14359,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",mason Backflow- Rebuild Kit,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,Mason Property Service LLC dba Mason Backflow,Exempt,,,02/03/2025,,,No,No,226.95,132.00,226.95,132.00,Infinity Magnolia LLC
14359,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Mason Backflow- JEA upload fee no charge to reset if orginal test is aid,6210 - Repair,Infinity Magnolia LLC - Magnolia Terrace Apartments,Mason Property Service LLC dba Mason Backflow,Exempt,,,02/03/2025,,,No,No,226.95,4.95,226.95,4.95,Infinity Magnolia LLC
14360,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","LOWES- brick trowel, finishing tools, mortar",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Lowe's Pro Supply,Exempt,,,02/03/2025,,,No,No,194.75,194.75,194.75,194.75,Infinity Magnolia LLC
14363,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - Full paint,6210 - Repair,228,,Approved,Mordechai Levenberg,03/07/2025,02/03/2025,,,No,No,"2,441.37",450.00,"300.00, 400.00, 618.13, 1123.24",300.00,Infinity Magnolia LLC
14363,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Hrt cleaning,6251 - Cleaning Services,228,,Approved,Mordechai Levenberg,03/07/2025,02/03/2025,,,No,No,"2,441.37",150.00,"300.00, 400.00, 618.13, 1123.24",,Infinity Magnolia LLC
14363,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Southeast Floor- 1/1 sub floor repair with plank installment , Bedroom and kitchen area - Assest #",1405 - Building Improvements,228,,Approved,Mordechai Levenberg,03/07/2025,02/03/2025,,,No,No,"2,441.37","1,915.56","300.00, 400.00, 618.13, 1123.24",,Infinity Magnolia LLC
14363,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Appliance Source - 15.6 Hotpoint fridge - Asset 1786  ID 1784,"1410 - Appliances, Furniture and Equipment",228,,Approved,Mordechai Levenberg,03/07/2025,02/03/2025,,,No,No,"2,441.37",611.68,"300.00, 400.00, 618.13, 1123.24",396.16,Infinity Magnolia LLC
14363,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Berlin - Resurface tub, surround, kitchen and bath cuntertops",6210 - Repair,228,,Approved,Mordechai Levenberg,03/07/2025,02/03/2025,,,No,No,"2,441.37",400.00,"300.00, 400.00, 618.13, 1123.24",400.00,Infinity Magnolia LLC
14382,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Great American Property products - 3D vertical flags white and Blue - Leasing,6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Great American Business Products,Exempt,,,02/03/2025,,,No,No,397.74,397.74,397.74,397.74,Infinity Magnolia LLC
14419,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply - cpvc pipe, wd - 40, paint rollers, joint compound , 9w LED exterior wall fixtures",6730 - Supplies Repairs and Maintenance,Infinity Magnolia LLC - Magnolia Terrace Apartments,Chadwell Supply,Exempt,,,02/04/2025,,,No,No,358.59,358.59,358.59,358.59,Infinity Magnolia LLC
14473,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell Supply- wall mount exterior light fixture, led kitchen fixture , blind slats, min blinds",6730 - Supplies Repairs and Maintenance,11,,Approved,David  Patino,02/06/2025,02/06/2025,,,No,No,515.48,365.48,"365.48, 150.00",365.48,Infinity Magnolia LLC
14473,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - Full Paint,6210 - Repair,11,,Approved,David  Patino,02/06/2025,02/06/2025,,,No,No,515.48,550.00,"365.48, 150.00",,Infinity Magnolia LLC
14473,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",HRT - housekeeping,6251 - Cleaning Services,11,,Approved,David  Patino,02/06/2025,02/06/2025,,,No,No,515.48,150.00,"365.48, 150.00",150.00,Infinity Magnolia LLC
14482,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","chadwell supply- LED fixtures, smoke alam, blinds, slats , rangehood , cabinet handles , privacy locks, towel bar set",6730 - Supplies Repairs and Maintenance,10,,Approved,Mordechai Levenberg,02/08/2025,02/06/2025,,,No,No,"1,821.79",971.79,"971.79, 400.00, 150.00, 300.00",971.79,Infinity Magnolia LLC
14482,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond - Full paint,6210 - Repair,10,,Approved,Mordechai Levenberg,02/08/2025,02/06/2025,,,No,No,"1,821.79",300.00,"971.79, 400.00, 150.00, 300.00",300.00,Infinity Magnolia LLC
14482,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond Housekeeping,6251 - Cleaning Services,10,,Approved,Mordechai Levenberg,02/08/2025,02/06/2025,,,No,No,"1,821.79",150.00,"971.79, 400.00, 150.00, 300.00",150.00,Infinity Magnolia LLC
14482,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Berlin - resurfacing tub surround, kitchen and bath countertops",6210 - Repair,10,,Approved,Mordechai Levenberg,02/08/2025,02/06/2025,,,No,No,"1,821.79",400.00,"971.79, 400.00, 150.00, 300.00",400.00,Infinity Magnolia LLC
14485,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - cordless blinds, Led interior fixtures, vertical headrails , towel bar, shower rod, , rangehood",6730 - Supplies Repairs and Maintenance,45,,Approved,Mordechai Levenberg,02/13/2025,02/06/2025,,,No,No,"1,886.29","1,036.29","400.00, 150.00, 300.00, 1036.29","1,036.29",Infinity Magnolia LLC
14485,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Diamond Painting- Full paint,6210 - Repair,45,,Approved,Mordechai Levenberg,02/13/2025,02/06/2025,,,No,No,"1,886.29",300.00,"400.00, 150.00, 300.00, 1036.29",300.00,Infinity Magnolia LLC
14485,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",Berlin - kitchen countertops and vanity  resurfacing,6210 - Repair,45,,Approved,Mordechai Levenberg,02/13/2025,02/06/2025,,,No,No,"1,886.29",400.00,"400.00, 150.00, 300.00, 1036.29",400.00,Infinity Magnolia LLC
14485,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210",diamond- Housekeeping,6251 - Cleaning Services,45,,Approved,Mordechai Levenberg,02/13/2025,02/06/2025,,,No,No,"1,886.29",150.00,"400.00, 150.00, 300.00, 1036.29",150.00,Infinity Magnolia LLC
14487,"Infinity Magnolia LLC - Magnolia Terrace Apartments - 2045 Jammes Rd Jacksonville, FL 32210","Chadwell - cordless blinds, Led interior fixtures, vertical headrails , towel bar, shower rod, privacy locks, exterior lights  , rangehood",6730 - Supplies Repairs and Maintenance,47,,Approved,Mordechai Levenberg,02/08/2025,02/06/2025,,,No,No,"1,936.63","1,036.63","1036.63, 400.00, 150.00, 350.00","1,036.63",Infinity Magnolia LLC
